"State","County","Median Income","Population","COVID Cases","COVID per million","Unemployment","Percent of adults with less than a high school diploma","Percent of adults with a high school diploma only","Percent of adults completing some college degree","Percent of adults with a bachelor's degree or higher"
"Alabama","Autauga",41618,55395,12,216.626049282426,3.6,11.3,32.6,28.4,27.7
"Alabama","Baldwin",45596,200111,42,209.88351464937,3.6,9.7,27.6,31.3,31.3
"Alabama","Barbour",35199,26887,3,111.578086063897,5.2,27,35.7,25.1,12.2
"Alabama","Bibb",30254,22506,8,355.460766017951,4,16.8,47.3,24.4,11.5
"Alabama","Blount",34976,57719,10,173.253174864429,3.5,19.8,34,33.5,12.6
"Alabama","Bullock",28797,10764,2,185.804533630621,4.7,24.8,39.7,22.3,13.3
"Alabama","Butler",36450,20296,2,98.5415845486795,4.8,15.4,43.9,24.6,16.1
"Alabama","Calhoun",37120,115916,41,353.704406639291,4.7,15.9,32.4,33.7,18
"Alabama","Chambers",33859,34076,101,2963.96290644442,3.9,18.6,38.4,29.7,13.2
"Alabama","Cherokee",35505,26037,6,230.441295080078,3.6,19.8,38.3,29,12.9
"Alabama","Chilton",34798,43931,20,455.259384034053,3.6,17.8,44.1,24,14.2
"Alabama","Choctaw",39280,13323,6,450.34902049088,5.5,18.6,38.2,30.2,13
"Alabama","Clarke",36361,24945,10,400.881940268591,7.5,18.8,43.7,24.9,12.6
"Alabama","Clay",33530,13552,9,664.108618654073,3.9,24.5,36.3,29.1,10.2
"Alabama","Cleburne",36159,15080,9,596.816976127321,4.2,22.6,39.6,24.1,13.7
"Alabama","Coffee",43094,50909,8,157.143137755603,3.9,13.8,27.9,34.9,23.4
"Alabama","Colbert",38378,54543,7,128.33910859322,4.6,15.6,36,29.7,18.7
"Alabama","Conecuh",32656,12670,2,157.85319652723,5.2,19.2,48.8,21.3,10.7
"Alabama","Coosa",31328,10886,9,826.749954069447,4.2,20.4,38.6,29.5,11.6
"Alabama","Covington",35651,37914,5,131.877406762673,4.6,17.1,35.4,32.5,14.9
"Alabama","Crenshaw",36645,13977,2,143.092222937683,4.1,21.6,38.8,24,15.6
"Alabama","Cullman",39607,81289,21,258.337536444045,3.3,18.2,35.6,32.4,13.7
"Alabama","Dale",36613,49484,4,80.8342090372646,4.2,14.2,32.7,36.1,17
"Alabama","Dallas",36026,41711,7,167.821437989979,6.5,19.3,35.2,30.4,15.1
"Alabama","DeKalb",31916,71065,14,197.002743966791,3.8,25.9,33.3,28.1,12.7
"Alabama","Elmore",42269,80977,22,271.682082566655,3.4,13.6,32.8,29,24.5
"Alabama","Escambia",32996,37733,3,79.5060027032041,4.6,18.5,44.5,24.4,12.7
"Alabama","Etowah",36918,103531,43,415.334537481527,4.1,15.5,32.9,33.9,17.7
"Alabama","Fayette",34966,16874,1,59.2627711271779,4.1,17.6,41.5,27.9,12.9
"Alabama","Franklin",34318,31601,7,221.511977469067,3.7,23.2,36.8,27.1,12.9
"Alabama","Greene",32359,8553,10,1169.18040453642,6.7,24.1,36.8,29,10.1
"Alabama","Hale",36585,15184,7,461.011591148577,5.1,16.4,42.6,26.9,14.1
"Alabama","Henry",40360,17190,4,232.693426410704,4.4,19.8,33.5,28.7,18
"Alabama","Houston",42398,104193,25,239.939343334005,4,14.3,31.6,33,21
"Alabama","Jackson",36567,52665,18,341.782967815437,4.1,17.5,40.8,27.5,14.2
"Alabama","Jefferson",54730,660793,457,691.593282616493,3.7,10.3,26.8,30.6,32.4
"Alabama","Lamar",33496,14086,5,354.962373988357,3.8,17.6,39.9,30,12.5
"Alabama","Lauderdale",37151,93096,18,193.348801237432,4.2,12.6,36,27.5,23.9
"Alabama","Lawrence",34125,33477,8,238.970039131344,4.2,21,41.5,25.8,11.7
"Alabama","Lee",38036,154255,128,829.794820265145,3.6,9.5,24.1,32.3,34.1
"Alabama","Limestone",42546,90787,32,352.473371738244,3.5,15.7,30.3,28.5,25.5
"Alabama","Lowndes",38991,10580,8,756.143667296786,7.3,22.5,38.6,24.8,14.1
"Alabama","Macon",32919,19425,6,308.880308880309,5.5,18.3,30.1,30.9,20.7
"Alabama","Madison",51445,350299,150,428.205618628657,3.5,8.9,20.8,28.6,41.7
"Alabama","Marengo",39801,20110,14,696.17105917454,5,16.2,39.8,28.6,15.4
"Alabama","Marion",33264,30271,21,693.733276072809,4.1,20.3,34.8,31.7,13.1
"Alabama","Marshall",36044,94636,39,412.1053298956,3.4,19.1,31.1,30.5,19.2
"Alabama","Mobile",38243,415123,201,484.193841343409,4.7,13.8,33.5,29.8,22.9
"Alabama","Monroe",33456,21947,5,227.821570146261,6.2,16.3,46.1,23.5,14.1
"Alabama","Montgomery",43688,226189,74,327.160029886511,4,14.4,25.5,28,32.1
"Alabama","Morgan",39991,119607,30,250.82144021671,3.5,16.7,29.6,32,21.7
"Alabama","Perry",30535,9826,1,101.770812131081,6.5,21.9,39.4,22.9,15.7
"Alabama","Pickens",32551,20365,14,687.453965136263,4.6,19.4,36.7,30.4,13.5
"Alabama","Pike",37359,33389,14,419.299769385127,4.5,19,33.3,24.2,23.6
"Alabama","Randolph",32411,22539,13,576.778029193842,4,21.2,36.3,27.5,14.9
"Alabama","Russell",33104,59608,12,201.315259696685,4,16.7,32.3,34.5,16.5
"Alabama","Shelby",54369,206655,158,764.559289637318,2.9,7.8,20.3,29.7,42.1
"Alabama","St. Clair",38569,86697,30,346.032734696702,3.5,15.2,36,32.3,16.5
"Alabama","Sumter",31664,13166,15,1139.29819231353,5.9,15.8,37.8,24.6,21.8
"Alabama","Talladega",34718,81322,20,245.935909102088,4.3,19,34.9,31.8,14.3
"Alabama","Tallapoosa",40696,41165,33,801.651888740435,4.2,19.5,32.9,29.2,18.3
"Alabama","Tuscaloosa",38822,202212,77,380.788479417641,3.7,11.6,29.9,28.3,30.3
"Alabama","Walker",40197,65471,63,962.258099005667,4.2,19.1,37.1,32.2,11.6
"Alabama","Washington",36323,16834,7,415.825115836997,5.8,19.6,43.2,26.1,11.1
"Alabama","Wilcox",32215,11098,13,1171.38223103262,9.6,23.1,40.3,24.1,12.5
"Alabama","Winston",35430,24150,3,124.223602484472,4.2,21.9,37.4,27.3,13.5
"Arizona","Apache",34355,71828,28,389.820125856212,10.1,20.4,33.1,34.8,11.7
"Arizona","Cochise",40308,127448,9,70.6170359676103,5.6,12.8,23.5,40.7,23
"Arizona","Coconino",48129,137682,179,1300.09732572159,5.5,10.4,21.4,32.6,35.6
"Arizona","Gila",40267,53119,3,56.4769668103692,5.9,14.7,28.6,38.2,18.5
"Arizona","Graham",31597,37957,2,52.6912032036252,5.1,14.4,29.9,40.5,15.3
"Arizona","Greenlee",39855,9346,1,106.997646051787,4.3,11,36.2,40.9,11.9
"Arizona","La Paz",30948,20231,3,148.287281894123,6.2,22.7,33,32,12.4
"Arizona","Maricopa",47694,4087191,1495,365.776886864353,4.1,12.6,22.6,32.8,32
"Arizona","Mohave",33148,203361,23,113.099365168346,5.8,14.7,34.8,37.6,12.9
"Arizona","Navajo",32165,108101,222,2053.63502650299,7.8,17.2,30.1,36.9,15.8
"Arizona","Pima",44028,1004516,415,413.134285566382,4.5,11.7,22.5,34,31.9
"Arizona","Pinal",30644,401918,120,298.568364691305,5,14.6,29.7,36.8,19
"Arizona","Santa Cruz",39057,46695,5,107.077845593747,9.3,24.4,27.2,27.4,21
"Arizona","Yavapai",40312,218844,57,260.459505401108,4.5,9.7,25.7,39.4,25.2
"Arizona","Yuma",35682,203247,13,63.9615836888121,17,27.9,25.9,31.4,14.8
"Arkansas","Arkansas",45290,18594,1,53.7807895019899,3.7,13.8,34.1,29.5,22.6
"Arkansas","Arkansas",45290,18594,1,53.7807895019899,3.7,17,38.3,29.2,15.5
"Arkansas","Arkansas",45290,18594,1,53.7807895019899,3.4,13.8,34.1,29.5,22.6
"Arkansas","Arkansas",45290,18594,1,53.7807895019899,3.4,17,38.3,29.2,15.5
"Arkansas","Ashley",34813,20948,5,238.686270765706,5.5,17.7,39.9,29.2,13.2
"Arkansas","Baxter",37106,40857,1,24.4756100545806,4.1,11.8,35,34.8,18.3
"Arkansas","Benton",88890,242321,42,173.323814279406,2.9,11.9,29.1,26.5,32.4
"Arkansas","Boone",36089,37196,1,26.8846112485213,3.5,13,33.8,37.2,16
"Arkansas","Bradley",39491,11148,5,448.510943667026,4.5,18,41.6,25.1,15.2
"Arkansas","Carroll",33690,27744,1,36.0438292964245,3.2,14.2,34.6,30.8,20.4
"Arkansas","Chicot",36293,11180,2,178.890876565295,6.9,19.3,39.2,26.7,14.7
"Arkansas","Clark",36314,22576,27,1195.96031183558,3.8,10.8,30.5,31,27.6
"Arkansas","Clay",34149,15118,1,66.1463156502183,4.4,19.3,41.2,27.8,11.6
"Arkansas","Cleburne",38307,25634,66,2574.70546929859,4.5,15.3,40.7,29.1,14.9
"Arkansas","Cleveland",40344,8449,7,828.500414250207,3.9,11.4,47.2,25.2,16.2
"Arkansas","Columbia",38749,23933,1,41.7833117452889,4.8,15,39.9,24.5,20.6
"Arkansas","Conway",38191,21083,1,47.431579945928,4.4,14.1,43.4,26.5,16
"Arkansas","Craighead",37531,102518,22,214.596461109269,3.1,10.9,34.1,28.7,26.3
"Arkansas","Crawford",32952,61697,1,16.2082435126505,3.6,14.8,37.4,32.4,15.3
"Arkansas","Crittenden",36978,49548,58,1170.58206183902,4.3,17.6,35,29.4,18
"Arkansas","Cross",35949,17227,5,290.242061879608,4.2,17.2,41.5,25.8,15.4
"Arkansas","Dallas",34645,7755,1,128.949065119278,4.4,16.4,43.4,26.6,13.7
"Arkansas","Desha",37828,12264,5,407.697325505545,4.5,21.2,44,22.4,12.4
"Arkansas","Drew",37148,18622,5,268.499624100526,5,14.9,35.4,29.1,20.6
"Arkansas","Faulkner",37598,120768,52,430.577636459989,3.3,8.7,30.5,30.7,30
"Arkansas","Franklin",34275,17805,1,56.16399887672,3.6,17.4,40.1,30.7,11.8
"Arkansas","Garland",40004,97322,46,472.657775220402,4,11.6,31.5,36.7,20.2
"Arkansas","Grant",38201,18144,3,165.343915343915,3.1,8.5,44.2,29,18.3
"Arkansas","Greene",34895,43694,1,22.8864374971392,3.5,12.7,44.2,27.2,15.9
"Arkansas","Hempstead",32515,22327,1,44.7888207103507,3.6,19,36.9,28.9,15.1
"Arkansas","Hot Spring",30580,33368,7,209.781826900024,3.8,14.6,39.6,31.1,14.7
"Arkansas","Howard",35292,13500,5,370.37037037037,3.5,17.1,37.3,30.8,14.7
"Arkansas","Independence",35086,36959,5,135.28504559106,4.1,14.2,35.8,31,18.9
"Arkansas","Izard",30608,13486,1,74.150971377725,5.5,14.9,37.8,33.5,13.8
"Arkansas","Jefferson",35356,72297,69,954.396447985394,5.3,14,38.5,29.7,17.8
"Arkansas","Johnson",28970,26005,11,422.995577773505,4.5,20.6,41.2,22.3,15.8
"Arkansas","Lafayette",36292,7111,1,140.627197299958,5.2,18.3,41.3,24,16.5
"Arkansas","Lawrence",35126,16931,1,59.0632567479771,3.9,14.5,40.4,30.1,15
"Arkansas","Lee",27619,9860,1,101.419878296146,4.8,27,40.8,23.3,8.9
"Arkansas","Lincoln",27002,13970,10,715.819613457409,4.3,18.7,50.3,22.1,8.9
"Arkansas","Logan",34490,21958,1,45.5414882958375,4,14.9,45,28,12.1
"Arkansas","Lonoke",38764,71557,23,321.422083094596,3.2,11.3,35.1,33.3,20.3
"Arkansas","Miller",33401,43428,13,299.346044026895,4.8,14,35.9,33.5,16.6
"Arkansas","Mississippi",31428,44235,1,22.6065332881203,5.7,19.3,38.6,29.3,12.8
"Arkansas","Monroe",32651,7582,1,131.891321551042,4.3,22.9,43,23.6,10.5
"Arkansas","Nevada",34180,8723,1,114.639458901754,3.5,13.2,43.8,27.6,15.4
"Arkansas","Newton",28808,7904,1,126.518218623482,3.4,17.4,40.8,25.6,16.2
"Arkansas","Ouachita",36907,24828,1,40.2771064926696,4.7,14.4,41.6,28,16
"Arkansas","Perry",34877,10245,1,97.6085895558809,4.2,16.6,40.7,30.8,11.9
"Arkansas","Phillips",31128,19930,1,50.1756146512795,6.1,21.6,30.1,34.3,14
"Arkansas","Pike",33113,11024,1,90.711175616836,4.2,15.2,38.9,31.2,14.7
"Arkansas","Poinsett",32315,24246,6,247.463499133878,3.8,19.4,44.3,26.3,10.1
"Arkansas","Polk",30751,20225,5,247.218788627936,4.2,15.4,37.4,34,13.3
"Arkansas","Pope",35261,63201,17,268.983085710669,4.5,15.2,35.5,27.4,22
"Arkansas","Prairie",35935,8304,1,120.423892100193,3.9,17.8,40,27.1,15.1
"Arkansas","Pulaski",51185,392702,175,445.630529001635,3.5,9.6,26.2,30.2,34.1
"Arkansas","Randolph",33486,17571,1,56.9119572022082,4,17.3,35.6,33.1,14
"Arkansas","Saline",41397,115719,33,285.173567002826,3.1,9.6,31.5,32.9,26.1
"Arkansas","Scott",31401,10693,1,93.5191246609932,3.7,21.1,43,26.8,9.1
"Arkansas","Searcy",28511,7929,6,756.715853197124,4.3,15.5,45.1,26.9,12.5
"Arkansas","Sebastian",42110,126776,8,63.1034265160598,3.6,16.8,32,31.4,19.7
"Arkansas","Sevier",31436,17426,6,344.313095374727,4.7,25.7,36.1,26.7,11.5
"Arkansas","Sharp",32012,16906,1,59.150597421034,4.8,16.4,42,30.3,11.3
"Arkansas","St. Francis",27948,26899,27,1003.75478642329,5.2,19.4,38.8,31.2,10.6
"Arkansas","Stone",31086,12494,5,400.192092204258,4.5,20.4,36.3,30.5,12.8
"Arkansas","Union",46474,40227,13,323.166032764064,5.6,15.2,35.2,28.7,20.8
"Arkansas","Van Buren",31176,16851,21,1246.21684173046,5.3,14.2,43.9,27.8,14.1
"Arkansas","Washington",40247,220792,29,131.345338599225,2.6,15,26.3,25.8,32.8
"Arkansas","White",35445,78592,27,343.546416938111,4.4,14.6,38.4,25.6,21.4
"Arkansas","Woodruff",37545,6910,1,144.717800289436,4.7,20,42.5,25.5,12
"Arkansas","Yell",33320,21951,1,45.5560111156667,4.2,19.9,40.9,25.7,13.5
"California","Alameda",76644,1610921,634,393.563681893774,3,12,17.6,24.4,46
"California","Alpine",73307,1116,1,896.057347670251,4.6,11.1,28.7,30.2,30
"California","Amador",44793,36742,3,81.6504273039029,4,9.7,28.7,41.3,20.3
"California","Butte",44346,224241,12,53.5138533987986,5,10.7,22.7,40,26.5
"California","Calaveras",49893,44624,5,112.047328791682,4,9.6,27.6,44,18.7
"California","Colusa",49094,21419,2,93.3750408515804,12.9,30.6,23.7,30.3,15.4
"California","Contra Costa",82506,1111339,442,397.718427950427,3.2,10.6,17.6,30.1,41.7
"California","Del Norte",37268,27212,2,73.4969866235484,5.5,19,31.5,35.2,14.3
"California","El Dorado",67464,183087,22,120.161453298159,3.6,6.9,21.2,38.2,33.7
"California","Fresno",43084,965974,124,128.3678442691,7.5,24.7,22.9,31.7,20.7
"California","Glenn",48613,27955,2,71.5435521373636,6.5,24.7,28.2,33.2,13.9
"California","Humboldt",48739,134809,49,363.477215912884,3.6,9.7,23.5,37.1,29.8
"California","Imperial",36974,179091,68,379.695238733381,18.1,31,24.5,30,14.5
"California","Inyo",61358,18410,11,597.501357957632,3.9,11.2,29.3,33.5,26.1
"California","Kern",39703,874589,252,288.135341286021,8,26.2,27.7,30,16.1
"California","Kings",35306,150269,5,33.2736625651332,7.7,26.3,25.5,34.7,13.5
"California","Lake",43185,64184,1,15.5802069051477,5.2,14.8,30.1,39.3,15.8
"California","Los Angeles",62224,10116705,6936,685.598720136645,4.7,21.3,20.7,26.2,31.8
"California","Madera",39897,154548,28,181.173486554339,7,28.1,25,32.4,14.5
"California","Marin",134275,260750,143,548.418024928092,2.4,6.8,10.9,23.5,58.8
"California","Mendocino",50150,87869,4,45.5223116229842,3.9,13.1,25.8,36.5,24.7
"California","Merced",38519,266353,29,108.878067827282,8.3,30.6,25.8,29.6,14
"California","Mono",51325,13997,19,1357.43373580053,3.8,11.3,22.8,35.3,30.6
"California","Monterey",56193,431344,62,143.736785489076,6.3,28.7,20.4,26.4,24.5
"California","Napa",74984,141667,22,155.293752249995,2.9,14.9,18,32.2,34.9
"California","Nevada",61799,98893,32,323.582053330367,3.5,5.8,18.4,39.2,36.6
"California","Orange",69268,3145515,931,295.976970384818,2.9,14.9,17.1,28.1,39.9
"California","Placer",66700,371694,106,285.180820782687,3.2,5.4,18.2,37.8,38.6
"California","Plumas",53599,18606,3,161.238310222509,7.5,6.1,25.2,45.2,23.5
"California","Riverside",40637,2329271,1016,436.187974692511,4.4,18.3,26.9,33,21.8
"California","Sacramento",52544,1482026,525,354.244797324743,3.8,12.6,22.3,34.6,30.4
"California","San Benito",53822,58267,23,394.734583898261,5.1,20.1,24.8,35.4,19.7
"California","San Bernardino",40316,2112619,530,250.873441922088,4,20.5,26.5,32.8,20.3
"California","San Diego",61386,3263431,1404,430.222057705525,3.3,12.9,18.4,30.6,38.1
"California","San Joaquin",44995,715597,217,303.243305938957,6,21.1,28.2,32.2,18.4
"California","San Luis Obispo",58491,279083,95,340.400526008392,2.9,9.1,19.8,36.4,34.6
"California","San Mateo",126392,758581,589,776.449713346366,2.2,10.8,15,24.2,49.9
"California","Santa Barbara",62690,440668,192,435.702161264262,3.9,19,17.9,29.2,33.8
"California","Santa Clara",107877,1894605,1285,678.241638758475,2.6,11.9,14.5,22.3,51.3
"California","Santa Cruz",69355,271804,76,279.613250724787,4.9,13.6,15.8,30.6,40
"California","Shasta",46582,179804,21,116.793842183711,4.9,9.2,24.8,43.8,22.2
"California","Siskiyou",45065,43628,4,91.6842394792335,6.7,10,25.5,41.9,22.5
"California","Solano",51664,431131,88,204.114294727125,3.9,12,23.3,38.5,26.2
"California","Sonoma",64501,500292,111,221.870427670241,2.7,12,18.8,34.4,34.9
"California","Stanislaus",44120,531997,81,152.256497687017,6.4,21.7,28.6,32.8,16.9
"California","Sutter",44535,95847,16,166.932715682285,7.5,22,23.9,36.4,17.7
"California","Tehama",42483,63067,1,15.856152980164,5.7,15.6,30.7,38.2,15.5
"California","Tulare",40420,458198,157,342.646628750016,9.6,30.2,26,29.5,14.3
"California","Tuolumne",47838,53831,2,37.1533131466999,4.6,9.6,28.4,42,20
"California","Ventura",61712,846178,243,287.173620680282,3.8,15.6,18.9,32.4,33.1
"California","Yolo",54118,207590,50,240.859386290284,4.2,13.6,18.5,26.3,41.6
"California","Yuba",40929,73966,11,148.716978071006,6.4,18,23.1,42.3,16.7
"Colorado","Adams",43315,480718,388,807.126007347343,3.5,17,28.4,31,23.6
"Colorado","Alamosa",37351,16177,4,247.264634975583,4.2,13.5,27.3,33.1,26.1
"Colorado","Arapahoe",60180,618821,718,1160.27090224798,3.2,7.6,20.7,29.5,42.2
"Colorado","Archuleta",41947,12244,6,490.035935968638,3.4,8,21.5,31.7,38.9
"Colorado","Baca",40968,3645,9,2469.13580246914,1.8,15.2,27.3,35.3,22.1
"Colorado","Boulder",73394,313333,206,657.447507922881,2.8,4.9,12.3,22,60.8
"Colorado","Chaffee",46998,18363,22,1198.0613189566,2.7,7.1,26.7,32.6,33.5
"Colorado","Clear Creek",61300,9187,7,761.94622836617,3,1.7,20.9,30.9,46.5
"Colorado","Costilla",34282,3568,3,840.807174887892,4.3,21.5,23.8,35.6,19.1
"Colorado","Crowley",19141,5360,1,186.567164179104,4.4,15.2,41.7,33.5,9.6
"Colorado","Custer",41681,4361,2,458.610410456317,3.7,7,21,35.1,36.9
"Colorado","Delta",38855,29870,5,167.39203213927,3.9,9.6,38.2,31,21.2
"Colorado","Douglas",73662,314638,232,737.355309911708,2.9,2,12.2,27.9,57.9
"Colorado","Eagle",78152,52921,372,7029.34562838949,2.7,10.7,15.7,25.4,48.1
"Colorado","El Paso",48467,663519,457,688.751942295548,3.9,6.3,20.2,35.6,37.9
"Colorado","Elbert",57334,24195,9,371.97768133912,2.8,3.3,24.6,36.2,35.9
"Colorado","Fremont",35435,46502,4,86.0178056857769,5.2,9.7,39.8,32.3,18.2
"Colorado","Garfield",59653,57461,48,835.349193365935,3.2,12.2,28.5,29.2,30
"Colorado","Grand",49845,14546,4,274.989687886704,2.7,4.5,26.5,31.2,37.8
"Colorado","Gunnison",47149,15725,95,6041.33545310016,2.6,2.8,16,25.9,55.3
"Colorado","Hinsdale",50698,786,1,1272.26463104326,2.6,6.2,25.7,24.3,43.9
"Colorado","Huerfano",42459,6462,1,154.750851129681,6.5,8.5,28.7,41.3,21.4
"Colorado","Jefferson",63536,558503,579,1036.69989239091,3,5.6,20.6,29.7,44.1
"Colorado","Kit Carson",37274,8072,5,619.425173439049,2,11.5,37.7,31.8,18.9
"Colorado","La Plata",55807,53989,34,629.757913649077,3,5,20.3,30.8,43.9
"Colorado","Lake",37106,7357,3,407.774908250646,2.6,14.5,27.1,24.4,34
"Colorado","Larimer",54188,324122,161,496.726541240644,2.8,4.2,19.2,30.2,46.3
"Colorado","Las Animas",40765,14052,1,71.1642470822659,4.7,12.2,28.8,39.3,19.7
"Colorado","Lincoln",28828,5510,1,181.488203266788,2.4,9.7,53.1,24.4,12.8
"Colorado","Logan",48161,22524,13,577.162138163736,2.9,10.5,32.7,36.3,20.5
"Colorado","Mesa",44935,148255,27,182.118646925905,4.1,9.9,27.3,35.4,27.4
"Colorado","Mineral",71095,698,2,2865.32951289398,2.6,3.2,19.3,37.6,39.9
"Colorado","Moffat",42130,12928,3,232.054455445545,3.7,9.1,40.4,33.5,17.1
"Colorado","Montezuma",42998,25772,8,310.41440322831,4.7,10.5,29.4,31.5,28.6
"Colorado","Montrose",39930,40873,35,856.311012159616,3.7,11.2,31.8,33.1,23.9
"Colorado","Morgan",45685,28328,23,811.917537418808,2.9,19.9,31.1,31.4,17.6
"Colorado","Otero",38190,18488,4,216.356555603635,5,14.6,29.2,38.4,17.7
"Colorado","Ouray",59639,4629,3,648.088139987038,3.5,1.6,18.2,31.6,48.6
"Colorado","Park",45113,16345,5,305.903946160905,2.9,3,29.9,36.9,30.2
"Colorado","Phillips",44399,4363,3,687.60027504011,1.9,11.8,27.6,35.1,25.5
"Colorado","Pitkin",149207,17626,39,2212.64041756496,3.8,3.7,14.8,18.4,63.1
"Colorado","Pueblo",39511,161875,44,271.814671814672,4.9,10.6,28.7,38.8,22
"Colorado","Rio Blanco",46809,6707,1,149.097957357984,4.4,7.2,33.7,38.8,20.2
"Colorado","Rio Grande",46717,11607,5,430.774532609632,4.8,15.7,30.2,30.4,23.7
"Colorado","Routt",83702,23865,32,1340.87575948041,2.7,3.2,19.7,26.6,50.4
"Colorado","Saguache",30172,6196,3,484.183344092963,4.6,19.6,29.8,27.8,22.9
"Colorado","San Miguel",85432,7840,10,1275.51020408163,3.5,5,15.2,23.2,56.7
"Colorado","Summit",67763,29404,53,1802.47585362536,2.2,6.7,19,23.3,51
"Colorado","Teller",49197,23389,12,513.061695668904,3.7,4.2,25.5,36.2,34
"Colorado","Washington",44687,4780,1,209.205020920502,2.4,7.5,32,44.3,16.2
"Colorado","Weld",46172,277670,537,1933.95037274462,3,11.9,27.5,33.8,26.7
"Colorado","Yuma",50364,10202,2,196.0399921584,2,11.9,33.5,32.5,22.1
"Connecticut","Fairfield",120630,945438,4136,4374.69194172437,4,10.1,21.7,20.9,47.4
"Connecticut","Hartford",64853,897985,1045,1163.71654314938,4.2,10.5,26.9,24.9,37.8
"Connecticut","Litchfield",64949,184993,255,1378.43053520944,3.8,7.4,29.7,27.8,35.1
"Connecticut","Middlesex",68673,164943,150,909.405067205034,3.5,5.8,26.1,26.6,41.5
"Connecticut","New Haven",56650,861277,1664,1932.0149034515,4.4,9.9,30.9,24.3,34.9
"Connecticut","New London",59264,273676,85,310.586240664143,4,8.1,29.8,28.8,33.3
"Connecticut","Tolland",56614,151367,111,733.317037399169,3.6,5.4,27.5,25.9,41.2
"Connecticut","Windham",47264,116998,43,367.5276500453,4.5,11.4,33,31.5,24.1
"Delaware","Kent",42023,171987,147,854.715763400722,4.1,12.9,33.2,30.4,23.6
"Delaware","New Castle",56745,552778,571,1032.96440885853,3.7,8.5,30.6,25,35.9
"Delaware","Sussex",50333,210849,210,995.973421737831,3.7,12.3,32.8,28.4,26.5
"Florida","Alachua",44390,256380,139,542.163975349091,3.3,7.6,21.7,28.1,42.5
"Florida","Baker",32313,27093,15,553.64854390433,3.4,15.5,42.8,28.4,13.4
"Florida","Bay",43231,178985,25,139.676509204682,4,9.7,31.4,36.1,22.8
"Florida","Bradford",33557,26702,11,411.954160737023,3.3,21.7,39.7,28,10.6
"Florida","Brevard",45425,556885,98,175.978882534096,3.5,8,28.6,34.1,29.3
"Florida","Broward",50269,1869235,2230,1193.00141501737,3.4,11.2,27.4,29.5,31.9
"Florida","Calhoun",26873,14532,3,206.440957886045,4.1,21.9,41.9,26.3,9.9
"Florida","Charlotte",41564,168474,67,397.687476999418,4,9.7,33.8,33.3,23.2
"Florida","Citrus",37920,139377,51,365.914031726899,5.2,11.9,38.3,32.1,17.6
"Florida","Clay",42909,199798,88,440.444849297791,3.3,8.9,31.6,35.5,24.1
"Florida","Collier",92686,348777,271,777.000777000777,3.4,13.6,25.4,24.8,36.2
"Florida","Columbia",35074,67857,16,235.789970084148,3.7,13.3,36.1,35,15.6
"Florida","Dixie",27956,15907,1,62.8654051675363,4.2,20.7,44.7,25.2,9.4
"Florida","Duval",46174,897698,521,580.373354959017,3.6,10.5,27.9,32.5,29.2
"Florida","Escambia",42537,310659,168,540.785877763078,3.5,9.2,27.3,37.1,26.4
"Florida","Flagler",46220,102408,35,341.77017420514,4,8,33.9,33.7,24.4
"Florida","Franklin",35988,11815,2,169.276343630978,3.5,19.7,35.7,27.4,17.1
"Florida","Gadsden",35139,46281,6,129.642833992351,4.6,20.7,36.6,26.1,16.7
"Florida","Gilchrist",33774,16997,1,58.8339118668,3.8,14.1,42.2,29.6,14.2
"Florida","Glades",24467,13635,4,293.362669600293,4,24.4,40.6,25.1,9.9
"Florida","Gulf",35701,15944,1,62.7195183140993,4.4,15.1,37.3,29.9,17.7
"Florida","Hamilton",26016,14048,1,71.1845102505695,4.2,23.9,44,22.8,9.3
"Florida","Hardee",28285,27469,2,72.8093487203757,5.3,24.2,47.9,17.4,10.4
"Florida","Hendry",31071,38505,9,233.735878457343,6.1,34.3,34.8,22.7,8.2
"Florida","Hernando",36878,175855,51,290.011657331324,4.5,12.6,36.4,33.5,17.5
"Florida","Highlands",33453,98236,37,376.644000162873,4.8,15.3,38,29.8,17
"Florida","Hillsborough",47000,1316298,608,461.901484314342,3.4,11.6,27.1,28.6,32.7
"Florida","Holmes",30468,19650,2,101.781170483461,4,22.6,39,28.1,10.3
"Florida","Indian River",76059,144755,62,428.309902939449,4.3,11.3,29.7,30.6,28.3
"Florida","Jackson",32106,48801,4,81.9655334931661,4,19.3,37.4,29.8,13.4
"Florida","Jefferson",40736,14050,4,284.697508896797,3.7,17.9,33.3,26.7,22
"Florida","Lake",42190,315690,116,367.449079793468,3.5,10.7,32.9,33.7,22.7
"Florida","Lee",51266,679513,434,638.692710809065,3.4,12,30.8,29.4,27.8
"Florida","Leon",44482,283988,68,239.446737186078,3.3,6.4,19.1,28.8,45.7
"Florida","Levy",35204,39613,5,126.221190013379,3.8,15.7,41.1,30.5,12.6
"Florida","Madison",31675,18518,11,594.016632465709,3.9,19.3,38.1,28.8,13.8
"Florida","Manatee",47378,351746,162,460.559608353755,3.4,10.8,30.4,29.5,29.3
"Florida","Marion",36997,339167,63,185.749203194886,4.3,12.7,37.5,30.5,19.4
"Florida","Martin",83873,153392,98,638.885991446751,3.5,9.5,25.2,32.4,33
"Florida","Miami-Dade",50022,2662874,4997,1876.54391458252,3.9,18.5,27.7,24.9,28.8
"Florida","Monroe",92119,77136,49,635.241651109728,2.6,8.7,27.3,30.7,33.3
